,char,dialog,movie,birth,death,gender,race
1933,ARAGORN,He's trying to bring down the mountain! Gandalf! We must turn back!,The Fellowship of the Ring ,,,Other,Men
1934,GANDALF,"No! , Losto Caradhras, sedho, hodo, nuitho i 'ruith!",The Fellowship of the Ring ,Before the the Shaping of Arda,"January 253019 ,Battle of the Peak immortal",Male,Maiar
1935,SARUMAN,Cuiva nwalca Carnirasse; Nai yarvaxea rasselya; taltuva notto-carinnar!,The Fellowship of the Ring ,"Before the creation of ,Arda","3 November ,3019",Male,Maiar
1936,BOROMIR,We must get off the mountain! Make for the Gap of Rohan and take the west road to my city!,The Fellowship of the Ring ,TA 2978,"February 26 ,3019",Male,Men
1937,ARAGORN,The Gap of Rohan takes us too close to Isengard!,The Fellowship of the Ring ,,,Other,Men
1938,GIMLI,"If we cannot pass over the mountain, let us go under it! Let us go through the Mines of Moria",The Fellowship of the Ring ,TA 2879,"Unknown (Departed to ,Aman ,FO 120,)",Male,Dwarves
1939,SARUMAN,Moria... you fear to go into those mines.,The Fellowship of the Ring ,"Before the creation of ,Arda","3 November ,3019",Male,Maiar
1940,SARUMAN,the dwarves delved too greadily and too deep,The Fellowship of the Ring ,"Before the creation of ,Arda","3 November ,3019",Male,Maiar
1941,SARUMAN,You know what they woke in the dark of Khazad-d'm,The Fellowship of the Ring ,"Before the creation of ,Arda","3 November ,3019",Male,Maiar
1942,SARUMAN,"Shadow, flame",The Fellowship of the Ring ,"Before the creation of ,Arda","3 November ,3019",Male,Maiar
1943,BOROMIR,"One does not simply walk into Mordor. Its black gates are guarded by more than just orcs. There is evil there that does not sleep and the great eye is ever watchful. Tis a barren wasteland, riddled with fire and ash and dust. The very air you breathe is a poisonous fume. Not with ten thousand men could you do this. ,It is folly",The Fellowship of the Ring ,TA 2978,"February 26 ,3019",Male,Men
1944,LEGOLAS,Have you heard nothing Lord Elrond has said? The Ring must be destroyed,The Fellowship of the Ring ,,"Still alive, departed to ,Aman ,FO 120",Male,Elves
1945,GIMLI,and I suppose you think you're the one to do it.,The Fellowship of the Ring ,TA 2879,"Unknown (Departed to ,Aman ,FO 120,)",Male,Dwarves
1946,BOROMIR,"and if we fail what then ? , What happens when Sauron takes back what is his ?",The Fellowship of the Ring ,TA 2978,"February 26 ,3019",Male,Men
1947,GIMLI,I will be dead before I see the Ring in the hands of an elf,The Fellowship of the Ring ,TA 2879,"Unknown (Departed to ,Aman ,FO 120,)",Male,Dwarves
1948,GIMLI,Never trust an elf,The Fellowship of the Ring ,TA 2879,"Unknown (Departed to ,Aman ,FO 120,)",Male,Dwarves
1949,GANDALF,"Do you not understand that while we bicker amongst ourselves, Sauron's power grows?! None can escape it! You'll all be destroyed",The Fellowship of the Ring ,Before the the Shaping of Arda,"January 253019 ,Battle of the Peak immortal",Male,Maiar
1950,GANDALF,Your fingers would remember their old strength better......if they grasped your sword.,The Two Towers ,Before the the Shaping of Arda,"January 253019 ,Battle of the Peak immortal",Male,Maiar
1951,GRIMA,"I've only......ever served you, my lord.",The Two Towers ,,,Other,Men
1952,THEODEN,Your leechcraft would have had me crawling on all fours like a beast!,The Two Towers ,,,Other,Men
1953,GRIMA,Send me not from your sight.,The Two Towers ,,,Other,Men
1954,ARAGORN,"No, my lord! No, my lord. Let him go. Enough blood has been spilt on his account.",The Two Towers ,,,Other,Men
1955,GRIMA,Get out of my way!,The Two Towers ,,,Other,Men
1956,HAMA,"Hail, Theoden King!",The Two Towers ,,,Other,Men
1957,THEODEN,Where is Theodred? Where is my son?,The Two Towers ,,,Other,Men
1958,GANDALF,Darkness took me......and I strayed out of thoughtand time.,The Two Towers ,Before the the Shaping of Arda,"January 253019 ,Battle of the Peak immortal",Male,Maiar
1959,GANDALF,Stars wheeled overhead......and every day was as longas a life age of the Earth.But it was not the end.I felt life in me again.,The Two Towers ,Before the the Shaping of Arda,"January 253019 ,Battle of the Peak immortal",Male,Maiar
1960,GANDALF,I've been sent back...... until my task is done.,The Two Towers ,Before the the Shaping of Arda,"January 253019 ,Battle of the Peak immortal",Male,Maiar
1961,ARAGORN,Gandalf.,The Two Towers ,,,Other,Men
1962,GANDALF,"Gandalf? ,Yes.That was what they used to call me.Gandalf the Grey.That was my name.",The Two Towers ,Before the the Shaping of Arda,"January 253019 ,Battle of the Peak immortal",Male,Maiar
1963,GIMLI,Gandalf.,The Two Towers ,TA 2879,"Unknown (Departed to ,Aman ,FO 120,)",Male,Dwarves
1964,GANDALF,I am Gandalf the White.And I come back to you now......at the turn of the tide.,The Two Towers ,Before the the Shaping of Arda,"January 253019 ,Battle of the Peak immortal",Male,Maiar
1965,GANDALF,One stage of your journey is over.Another begins. We must travel to Edoras with all speed.,The Two Towers ,Before the the Shaping of Arda,"January 253019 ,Battle of the Peak immortal",Male,Maiar
1966,GIMLI,Edoras?That is no short distance!,The Two Towers ,TA 2879,"Unknown (Departed to ,Aman ,FO 120,)",Male,Dwarves
1967,ARAGORN,We hear of trouble in Rohan.It goes ill with the king.,The Two Towers ,,,Other,Men
1968,GANDALF,"Yes, and it will not be easily cured.",The Two Towers ,Before the the Shaping of Arda,"January 253019 ,Battle of the Peak immortal",Male,Maiar
1969,GIMLI,"Then we have run all this way for nothing?Are we to leave those poor Hobbits here......in this horrid, dark, dank tree-infested--? ,I mean, charming......quite charming forest.",The Two Towers ,TA 2879,"Unknown (Departed to ,Aman ,FO 120,)",Male,Dwarves
1970,GANDALF,It was more than mere chance thatbrought Merry and Pippin to Fangorn.A great power has been sleeping herefor many long years.The coming of Merry and Pippinwill be like the falling of small stones......that starts an avalanchein the mountains.,The Two Towers ,Before the the Shaping of Arda,"January 253019 ,Battle of the Peak immortal",Male,Maiar
1971,ARAGORN,"In one thing you have not changeddear friend.,You still speak in riddles.",The Two Towers ,,,Other,Men
1972,GANDALF,A thing is about to happen that has nothappened since the Elder Days.The Ents are going to wake up.....and find that they are strong.,The Two Towers ,Before the the Shaping of Arda,"January 253019 ,Battle of the Peak immortal",Male,Maiar
1973,GAFFER,"Young Mr Frodo here, he's cracking!",The Fellowship of the Ring ,,,Other,Hobbits
1974,FRODO,and proud of it! Cheers Gaffer!,The Fellowship of the Ring ,,,Other,Hobbits
1975,GAFFER,Cheers,The Fellowship of the Ring ,,,Other,Hobbits
1976,SANDYMAN,Well it's none of our concern what goes on beyond our borders. Keep your nose out of trouble and no trouble will come to you.,The Fellowship of the Ring ,,,Other,Hobbits
1977,ROSIE,Good Night lads,The Fellowship of the Ring ,,,Other,Hobbits
1978,HOBBIT,"Good night, sweet maiden of the golden ale!",The Fellowship of the Ring ,,,Other,Hobbits
1979,SAM,Oi Mind who you're sweet talking!,The Fellowship of the Ring ,,,Other,Hobbits
1980,FRODO,"Don't worry Sam, Rosie knows an idiot when she sees one!",The Fellowship of the Ring ,,,Other,Hobbits
1981,SAM,Does she ?,The Fellowship of the Ring ,,,Other,Hobbits
1982,FRODO,Good Night Sam,The Fellowship of the Ring ,,,Other,Hobbits
1983,GANDALF,Is it secret ? Is it safe ?,The Fellowship of the Ring ,Before the the Shaping of Arda,"January 253019 ,Battle of the Peak immortal",Male,Maiar
1984,FRODO,"Ha! , What are you doing!",The Fellowship of the Ring ,,,Other,Hobbits
1985,GANDALF,"Hold out your hand Frodo. Its quite cool. , What can you see ? , Can you see anything ?",The Fellowship of the Ring ,Before the the Shaping of Arda,"January 253019 ,Battle of the Peak immortal",Male,Maiar
1986,FRODO,"Nothing. There's nothing , Wait. There are markings , Its some form of Elvish. I can't read it",The Fellowship of the Ring ,,,Other,Hobbits
1987,GANDALF,"There are few who can. The language is that of Mordor, which I will not utter here.",The Fellowship of the Ring ,Before the the Shaping of Arda,"January 253019 ,Battle of the Peak immortal",Male,Maiar
1988,SAM,"Ah, I think I'll just have another ale.",The Fellowship of the Ring ,,,Other,Hobbits
1989,FRODO,"Oh no you dont , Go on",The Fellowship of the Ring ,,,Other,Hobbits
1990,BILBO,"So there I was at the mercy of three monstrous trolls and they were all arguing amongst themselves about how they were going to cook us. Whether it be turned on a spit or whether they should sit on us one by one and squash us into jelly. , They spent so much time arguing the witherto's and whyfor's that the sun's first light cracked open over the top of the trees. Poof! , and turned them all into stone!",The Fellowship of the Ring ,,,Other,Hobbits
1991,MERRY,Quickly,The Fellowship of the Ring ,,,Other,Hobbits
1992,MERRY,"No no! the big one, big one!",The Fellowship of the Ring ,,,Other,Hobbits
1993,BILBO,"Mrs Bracegirdle, how nice to see you. Welcome welcome. Are all these children yours ?",The Fellowship of the Ring ,,,Other,Hobbits
1994,MRS BRACEGIRDLE,Yeah,The Fellowship of the Ring ,,,Other,Hobbits
1995,BILBO,Good gracious you have been productive!,The Fellowship of the Ring ,,,Other,Hobbits
1996,BILBO,"Sackville-Bagginses! , Quickly! Hide!",The Fellowship of the Ring ,,,Other,Hobbits
1997,BILBO,"Oh! Thankyou my boy You're a good lad Frodo. I'm very selfish you know. , Yes, I am. Very selfish. I don't know why I took you in after your mother and father died, but it wasn't out of charity. I think it was because, of all my numerous relations, you were the one Baggins that showed real spirit.",The Fellowship of the Ring ,,,Other,Hobbits
1998,FRODO,Bilbo have you been at the Gaffers homebrew ?,The Fellowship of the Ring ,,,Other,Hobbits
1999,BILBO,"No. Well yes, b b b but thats not the point. The point is, Frodo, , You'll be alright.",The Fellowship of the Ring ,,,Other,Hobbits
2000,ELROND,That future is almost gone.,The Return of the King ,FA 532,"Still alive; departed to ,Aman, on ,September 29 ,3021",Male,Elves
2001,ARWEN,But it is not lost.,The Return of the King ,TA 241,FO 121,Female,Elves
2002,ELROND,Nothing is certain.,The Return of the King ,FA 532,"Still alive; departed to ,Aman, on ,September 29 ,3021",Male,Elves
2003,ARWEN,Some things are certain.,The Return of the King ,TA 241,FO 121,Female,Elves
2004,ARWEN,"If I leave him now, I will regret it forever. It is time.",The Return of the King ,TA 241,FO 121,Female,Elves
2005,ARWEN,"From the ashes of fire shall be woken, A light from the shadow shall spring, Renewed shall be blade that was broken, The crownless again shall be king.",The Return of the King ,TA 241,FO 121,Female,Elves
2006,ARWEN,Reforge the sword' ada.,The Return of the King ,TA 241,FO 121,Female,Elves
2007,ELROND,Your hands are cold. The life of the Eldar is leaving you.,The Return of the King ,FA 532,"Still alive; departed to ,Aman, on ,September 29 ,3021",Male,Elves
2008,ARWEN,"This was my choice. Ada, whether by your will or not there is no ship now that can bear me hence.",The Return of the King ,TA 241,FO 121,Female,Elves
2009,GANDALF,We have just passed into the realm of Gondor.,The Return of the King ,Before the the Shaping of Arda,"January 253019 ,Battle of the Peak immortal",Male,Maiar
2010,GANDALF,Minas Tirith. City of Kings.,The Return of the King ,Before the the Shaping of Arda,"January 253019 ,Battle of the Peak immortal",Male,Maiar
2011,PIPPIN,"It's the tree! Gandalf, Gandalf.",The Return of the King ,,,Other,Hobbits
2012,GANDALF,"Yes the white tree of Gondor. The tree of the King. Lord Denethor however, is not the King. He is a steward only, a caretaker of the throne.",The Return of the King ,Before the the Shaping of Arda,"January 253019 ,Battle of the Peak immortal",Male,Maiar
2013,GANDALF,"Now listen carefully. Lord Denethor is Boromir's father. To give him news of his beloved son's death would be most unwise. And do not mention Frodo or the Ring. And say nothing of Aragorn either. In fact, its better if you don't speak at all Peregrin Took.",The Return of the King ,Before the the Shaping of Arda,"January 253019 ,Battle of the Peak immortal",Male,Maiar
2014,GANDALF,"Hail Denethor son of Ecthelion, Lord and Steward of Gondor.",The Return of the King ,Before the the Shaping of Arda,"January 253019 ,Battle of the Peak immortal",Male,Maiar
2015,BILBO,A Ring!,The Fellowship of the Ring ,,,Other,Hobbits
2016,GOLLUM,"Lost! , My Precious is lost.",The Fellowship of the Ring ,TA 2430,"March 25 ,3019",Male,Hobbits
2017,GALADRIEL,For the time will soon come when Hobbits will shape the fortunes of all.,The Fellowship of the Ring ,YT 1362,"Still alive: Departed over the sea on ,September 29 ,3021",Female,Elves
2018,BILBO,"The 22nd day of September in the year 1400 ,by Shire reckoning. , Bag End, Bagshot Row, Hobbiton, West Farthing, The Shire, Middle Earth. , The Third Age of this world.",The Fellowship of the Ring ,,,Other,Hobbits
2019,BILBO,"There and back again, A Hobbit's tale, by Bilbo Baggins. ,Now, where to begin? Ah, yes. ,Concerning Hobbits.",The Fellowship of the Ring ,,,Other,Hobbits
2020,BILBO,"Hobbits have been living and farming in the four Farthings of the Shire for many hundreds of years. , quite content to ignore and be ignored by the world of the Big Folk. , Middle Earth being, after all, full of strange creatures beyond count. Hobbits must seem of little importance, being neither renowned as great warriors, nor counted amongst the very wise.",The Fellowship of the Ring ,,,Other,Hobbits
2021,BILBO,"Frodo, someone at the door. ,In fact, it has been remarked by some that Hobbits' only real passion is for food. , A rather unfair observation , As we have also developed a keen interest in the brewing of ales ,and the smoking of pipeweed. , But where our hearts truly lie , is in peace and quiet ,and good tilled earth. ,For all Hobbits share a love of all things that grow. ,And yes, no doubt to others, our ways seem quaint , But today of all days, it is brought home to me it is no bad thing to celebrate a simple life.",The Fellowship of the Ring ,,,Other,Hobbits
2022,BILBO,"Frodo, the door! , sticklebacks, where is that boy! FRODO!",The Fellowship of the Ring ,,,Other,Hobbits
2023,GANDALF,"Hmm hmm hmm hmm, Down from the door where it began, hmm hmm hmm hmm",The Fellowship of the Ring ,Before the the Shaping of Arda,"January 253019 ,Battle of the Peak immortal",Male,Maiar
2024,GANDALF,"And I must follow if I can. , The road goes ever on and on, down from the door where it began, now far ahead the road has gone, and I must follow if I can.",The Fellowship of the Ring ,Before the the Shaping of Arda,"January 253019 ,Battle of the Peak immortal",Male,Maiar
2025,FRODO,You're late!,The Fellowship of the Ring ,,,Other,Hobbits
2026,MERRY,Pippin!,The Return of the King ,,,Other,Hobbits
2027,MERRY,Comes from the Green Dragon!,The Return of the King ,,,Other,Hobbits
2028,MERRY,Thank you! I win!,The Return of the King ,,,Other,Hobbits
2029,ARAGORN,No news of Frodo?,The Return of the King ,,,Other,Men
2030,GANDALF,No word. Nothing.,The Return of the King ,Before the the Shaping of Arda,"January 253019 ,Battle of the Peak immortal",Male,Maiar
2031,ARAGORN,We have time. Every day Frodo moves closer to Mordor.,The Return of the King ,,,Other,Men
2032,GANDALF,Do we know that?,The Return of the King ,Before the the Shaping of Arda,"January 253019 ,Battle of the Peak immortal",Male,Maiar
2033,ARAGORN,What does your heart tell you?,The Return of the King ,,,Other,Men
2034,GANDALF,That Frodo is alive. Yes' yes he's alive.,The Return of the King ,Before the the Shaping of Arda,"January 253019 ,Battle of the Peak immortal",Male,Maiar
2035,GOLLUM,"Too risky. Too risky. ,Thieves. They stole it from us. Kill them, kill them, kill them both! ,",The Return of the King ,TA 2430,"March 25 ,3019",Male,Hobbits
2036,SMEAGOL,No!,The Return of the King ,TA 2430,"March 25 ,3019",Male,Hobbits
2037,GOLLUM,"Sshh, quiet, mustn't wake them. Mustn't ruin it now.",The Return of the King ,TA 2430,"March 25 ,3019",Male,Hobbits
2038,SMEAGOL,"But they knows, , they knows, they suspects us!",The Return of the King ,TA 2430,"March 25 ,3019",Male,Hobbits
2039,GOLLUM,"What's it saying my precious, my love? Is Smeagol losing his nerve?",The Return of the King ,TA 2430,"March 25 ,3019",Male,Hobbits
2040,GIMLI,"Soon Mr Elf, you will enjoy the fabelled hospitality of the dwarves. Roaring fires! Malt Beer! Red Meat off the bone!",The Fellowship of the Ring ,TA 2879,"Unknown (Departed to ,Aman ,FO 120,)",Male,Dwarves
2041,GIMLI,This my friend is the home of my cousin Balin and they call it a Mine!,The Fellowship of the Ring ,TA 2879,"Unknown (Departed to ,Aman ,FO 120,)",Male,Dwarves
2042,GIMLI,A Mine!,The Fellowship of the Ring ,TA 2879,"Unknown (Departed to ,Aman ,FO 120,)",Male,Dwarves
2043,BOROMIR,"This isn't a mine, it's a tomb",The Fellowship of the Ring ,TA 2978,"February 26 ,3019",Male,Men
2044,GIMLI,Nooooo! NOOOOOOOOOOoooooooo!,The Fellowship of the Ring ,TA 2879,"Unknown (Departed to ,Aman ,FO 120,)",Male,Dwarves
2045,LEGOLAS,Goblins!,The Fellowship of the Ring ,,"Still alive, departed to ,Aman ,FO 120",Male,Elves
2046,BOROMIR,We make for the gap of Rohan. We should never have come here,The Fellowship of the Ring ,TA 2978,"February 26 ,3019",Male,Men
2047,BOROMIR,Now get out of here! Get out!,The Fellowship of the Ring ,TA 2978,"February 26 ,3019",Male,Men
2048,PIPPIN,Merry.,The Two Towers ,,,Other,Hobbits
2049,MERRY,"Hello, Pip.",The Two Towers ,,,Other,Hobbits
2050,PIPPIN,You're hurt.,The Two Towers ,,,Other,Hobbits
2051,MERRY,I'm fine. lt was just an act.,The Two Towers ,,,Other,Hobbits
2052,PIPPIN,An act?,The Two Towers ,,,Other,Hobbits
2053,MERRY,"See? I fooled you too.Don't worry about me, Pippin.",The Two Towers ,,,Other,Hobbits
2054,UGLUK,What is it? What do you smell?,The Two Towers ,,,Other,Uruk-hai/Orcs
2055,URUK HAI,Man-flesh,The Two Towers ,,,Other,Uruk-hai/Orcs
2056,UGLUK,They've picked up our trail.,The Two Towers ,,,Other,Uruk-hai/Orcs
2057,PIPPIN,Aragorn.,The Two Towers ,,,Other,Hobbits
2058,UGLUK,Let's move!,The Two Towers ,,,Other,Uruk-hai/Orcs
2059,MERRY,That black rider was looking for something. Or someone (he walks up to Frodo and looks him in the face) Frodo ?,The Fellowship of the Ring ,,,Other,Hobbits
2060,PIPPIN,Get down!,The Fellowship of the Ring ,,,Other,Hobbits
2061,FRODO,"I have to leave the Shire. ,Sam and I must get to Bree",The Fellowship of the Ring ,,,Other,Hobbits
2062,MERRY,Right. Bucklebury Ferry. Follow me.,The Fellowship of the Ring ,,,Other,Hobbits
2063,PIPPIN,Run!,The Fellowship of the Ring ,,,Other,Hobbits
2064,MERRY,"Frodo, this way. Follow me",The Fellowship of the Ring ,,,Other,Hobbits
2065,PIPPIN,Frodo!,The Fellowship of the Ring ,,,Other,Hobbits
2066,MERRY,Follow me. Run!,The Fellowship of the Ring ,,,Other,Hobbits
2067,MERRY,Get the rope Sam,The Fellowship of the Ring ,,,Other,Hobbits
2068,SAM,Frodo!,The Fellowship of the Ring ,,,Other,Hobbits
2069,PIPPIN,Run Frodo!,The Fellowship of the Ring ,,,Other,Hobbits
2070,FRODO,No!,The Fellowship of the Ring ,,,Other,Hobbits
2071,PIPPIN,Frodo! Come on!,The Fellowship of the Ring ,,,Other,Hobbits
2072,GANDALF,Let the Ringbearer decide,The Fellowship of the Ring ,Before the the Shaping of Arda,"January 253019 ,Battle of the Peak immortal",Male,Maiar
2073,BOROMIR,"We cannot stay here! ,This will be the death of the hobbits!",The Fellowship of the Ring ,TA 2978,"February 26 ,3019",Male,Men
2074,GANDALF,Frodo ?,The Fellowship of the Ring ,Before the the Shaping of Arda,"January 253019 ,Battle of the Peak immortal",Male,Maiar
2075,FRODO,We will go through the Mines,The Fellowship of the Ring ,,,Other,Hobbits
2076,GANDALF,So be it,The Fellowship of the Ring ,Before the the Shaping of Arda,"January 253019 ,Battle of the Peak immortal",Male,Maiar
2077,GIMLI,"Strong?! ,Oh, that's good.",The Two Towers ,TA 2879,"Unknown (Departed to ,Aman ,FO 120,)",Male,Dwarves
2078,GANDALF,"So stop your fretting, Master Dwarf.Merry and Pippin are quite safe.In fact, they are far saferthan you are about to be.",The Two Towers ,Before the the Shaping of Arda,"January 253019 ,Battle of the Peak immortal",Male,Maiar
2079,GIMLI,This new Gandalf's more grumpythan the old one.,The Two Towers ,TA 2879,"Unknown (Departed to ,Aman ,FO 120,)",Male,Dwarves
2080,LEGOLAS,That is one of the Mearas......unless my eyes are cheatedby some spell.,The Two Towers ,,"Still alive, departed to ,Aman ,FO 120",Male,Elves
2081,GANDALF,Shadowfax.He is the lord of all horses......and has been my friendthrough many dangers.,The Two Towers ,Before the the Shaping of Arda,"January 253019 ,Battle of the Peak immortal",Male,Maiar
2082,TREEBEARD,,The Two Towers ,YT,,Male,Ents
2083,MERRY,ls it much further?,The Two Towers ,,,Other,Hobbits
2084,TREEBEARD,"Bru-ra-hroom. Don't be hasty.You might call it far, perhaps.My home lies deep in the forest......near the roots of the mountain.I told Gandalf I would keep you safe.And safe is where I'll keep you.I believe you will enjoy this next one too. ,It's one of my own compositions.Right.",The Two Towers ,YT,,Male,Ents
2085,TREEBEARD,"Sleep, little Shirelings.Heed no nightly noise.Sleep till morning light.I have business in the forest.There are many to call.Many that must come. ,The Shadow lies on Fangorn.The withering of all woodsis drawing near.",The Two Towers ,YT,,Male,Ents
2086,FRODO,Mordor!,The Fellowship of the Ring ,,,Other,Hobbits
2087,GANDALF,In the common tongue it says,The Fellowship of the Ring ,Before the the Shaping of Arda,"January 253019 ,Battle of the Peak immortal",Male,Maiar
2088,PIPPIN,Done!,The Fellowship of the Ring ,,,Other,Hobbits
2089,MERRY,You're supposed to stick it in the ground,The Fellowship of the Ring ,,,Other,Hobbits
2090,PIPPIN,It is in the ground,The Fellowship of the Ring ,,,Other,Hobbits
2091,MERRY,Outside,The Fellowship of the Ring ,,,Other,Hobbits
2092,PIPPIN,It was your idea!,The Fellowship of the Ring ,,,Other,Hobbits
2093,FRODO,Bilbo! Bilbo! Watch out for the dragon,The Fellowship of the Ring ,,,Other,Hobbits
2094,BILBO,"Dragon! Nonsense, there hasn't been a dragon in these parts for a thousand years.",The Fellowship of the Ring ,,,Other,Hobbits
2095,MERRY,That was good!,The Fellowship of the Ring ,,,Other,Hobbits
2096,PIPPIN,Lets get another one!,The Fellowship of the Ring ,,,Other,Hobbits
2097,GANDALF,Meriadoc Brandybuck and Peregrin Took! I might have known!,The Fellowship of the Ring ,Before the the Shaping of Arda,"January 253019 ,Battle of the Peak immortal",Male,Maiar
2098,CROWD,Speech Bilbo,The Fellowship of the Ring ,,,Other,Men
2099,FRODO,Speech!,The Fellowship of the Ring ,,,Other,Hobbits
2100,BILBO,"My dear Bagginses and Boffins, , Tooks and Brandybucks ,, Grubbs ,, Chubbs ,, Hornblowers ,, Bulgers ,, Bracegirdles ,, and Proudfoots",The Fellowship of the Ring ,,,Other,Hobbits
2101,PROUDFOOT HOBBIT,PROUDFEET!,The Fellowship of the Ring ,,,Other,Hobbits
2102,GANDALF,I come with tidings in this dark hour and with counsel.,The Return of the King ,Before the the Shaping of Arda,"January 253019 ,Battle of the Peak immortal",Male,Maiar
2103,DENETHOR,Perhaps you come to explain this.,The Return of the King ,,,Other,Men
2104,DENETHOR,Perhaps you have come to tell me why my son is dead.,The Return of the King ,,,Other,Men
2105,PIPPIN,Boromir died to save us my kinsman and me. He fell defending us from many foes.,The Return of the King ,,,Other,Hobbits
2106,GANDALF,Pippin.,The Return of the King ,Before the the Shaping of Arda,"January 253019 ,Battle of the Peak immortal",Male,Maiar
2107,PIPPIN,"I offer you my service, such as it is in payment of this debt.",The Return of the King ,,,Other,Hobbits
2108,DENETHOR,This is my first command to you. How did you escape and my son did not? So mighty as man as he was.,The Return of the King ,,,Other,Men
2109,PIPPIN,The mightiest man may be slain by one arrow and Boromir was pierced by many.,The Return of the King ,,,Other,Hobbits
2110,GANDALF,Get up!,The Return of the King ,Before the the Shaping of Arda,"January 253019 ,Battle of the Peak immortal",Male,Maiar
2111,GANDALF,"My lord, there will be a time to grieve for Boromir but it is not now. War is coming. The enemy is on your doorstep. As steward, you are charged with the defence of this city. Where are Gondor's armies? You still have friends. You are not alone in this fight. Send word to Theoden of Rohan. Light the beacons.",The Return of the King ,Before the the Shaping of Arda,"January 253019 ,Battle of the Peak immortal",Male,Maiar
2112,DENETHOR,"You think you are wise Mithrandir. Yet for all your subtleties you have not wisdom. Do you think the eyes of the White Tower are blind? I have seen more than you know. With your left hand you would use me as a shield against Mordor and with your right you would seek to supplant me. I know who rides with Theoden of Rohan. Oh yes, word has reached my ears of this Aragorn, son of Arathorn. And I tell you now. I will not bow to this Ranger from the North. Last of a ragged house long bereft of Lordship.",The Return of the King ,,,Other,Men
2113,GANDALF,"Authority is not given to you to deny the return of the King, steward.",The Return of the King ,Before the the Shaping of Arda,"January 253019 ,Battle of the Peak immortal",Male,Maiar
2114,DENETHOR,The rule of Gondor is mine and no others!,The Return of the King ,,,Other,Men
2115,GANDALF,Come!,The Return of the King ,Before the the Shaping of Arda,"January 253019 ,Battle of the Peak immortal",Male,Maiar
2116,GANDALF,"All had turned to vain ambition. He would use even his grief as a cloak! A thousand years this city has stood and now at the whim of a madman it will fall! And the white tree, the tree of the King will never bloom again.",The Return of the King ,Before the the Shaping of Arda,"January 253019 ,Battle of the Peak immortal",Male,Maiar
2117,GANDALF,"A wizard is never late! Frodo Baggins. , Nor is he early, he arrives precisely when he means to.",The Fellowship of the Ring ,Before the the Shaping of Arda,"January 253019 ,Battle of the Peak immortal",Male,Maiar
2118,FRODO,Its wonderful to see you Gandalf.,The Fellowship of the Ring ,,,Other,Hobbits
2119,GANDALF,You didn't think Id miss your Uncle Bilbo's birthday?,The Fellowship of the Ring ,Before the the Shaping of Arda,"January 253019 ,Battle of the Peak immortal",Male,Maiar
2120,GANDALF,So how is the old rascal? I hear it is going to be a party of special significance?,The Fellowship of the Ring ,Before the the Shaping of Arda,"January 253019 ,Battle of the Peak immortal",Male,Maiar
2121,FRODO,You know Bilbo he's got the whole place in an uproar.,The Fellowship of the Ring ,,,Other,Hobbits
2122,GANDALF,Well that should please him.,The Fellowship of the Ring ,Before the the Shaping of Arda,"January 253019 ,Battle of the Peak immortal",Male,Maiar
2123,FRODO,Half the Shire's been invited. And the rest of them are turning up anyway.,The Fellowship of the Ring ,,,Other,Hobbits
2124,BILBO,"And so life in the Shire goes on, very much as it has this past age. , Full of its own comings and goings with change coming slowly, if it comes at all. ,For things are made to endure in the Shire, passing from one generation to the next. There's always been a Baggins living here under the Hill, in Bag End",The Fellowship of the Ring ,,,Other,Hobbits
2125,BILBO,And there always will be.,The Fellowship of the Ring ,,,Other,Hobbits
2126,FRODO,"To tell you the truth, Bilbo has been acting a bit odd lately. ,I mean, more than usual. He's taken to locking himself in his study. , He spends hours and hours poring over old maps when he thinks I'm not looking.",The Fellowship of the Ring ,,,Other,Hobbits
2127,BILBO,Where's it gone?,The Fellowship of the Ring ,,,Other,Hobbits
2128,BILBO,Aaaaah.,The Fellowship of the Ring ,,,Other,Hobbits
2129,FRODO,"He's up to something. , All right then, keep your secrets!",The Fellowship of the Ring ,,,Other,Hobbits
2130,GANDALF,What?,The Fellowship of the Ring ,Before the the Shaping of Arda,"January 253019 ,Battle of the Peak immortal",Male,Maiar
2131,SMEAGOL,No! No! Never! Smeagol hates nasty Hobbitses. Smeagol wants to see them'. Dead!,The Return of the King ,TA 2430,"March 25 ,3019",Male,Hobbits
2132,GOLLUM,"And we will! Smeagol did it once, he can do it again! , Its ours! Ours!",The Return of the King ,TA 2430,"March 25 ,3019",Male,Hobbits
2133,SMEAGOL,We must get the precious! We must get it back!,The Return of the King ,TA 2430,"March 25 ,3019",Male,Hobbits
2134,GOLLUM,Patience! Patience my love! First we must lead them to her!,The Return of the King ,TA 2430,"March 25 ,3019",Male,Hobbits
2135,SMEAGOL,We lead them to the winding stair.,The Return of the King ,TA 2430,"March 25 ,3019",Male,Hobbits
2136,GOLLUM,"Yes, the stairs and then?",The Return of the King ,TA 2430,"March 25 ,3019",Male,Hobbits
2137,SMEAGOL,"Up, up, up the stairs we go until we come to the tunnel.",The Return of the King ,TA 2430,"March 25 ,3019",Male,Hobbits
2138,GOLLUM,"And when they go in, there's no coming out. She's always hungry. She always needs to' feed. She must eat. All she gets is filthy Orcses.",The Return of the King ,TA 2430,"March 25 ,3019",Male,Hobbits
2139,SMEAGOL,"And they doesn't taste very nice, does they Precious?",The Return of the King ,TA 2430,"March 25 ,3019",Male,Hobbits
